reactant_a,reactant_b,combination_type,primary_product_formula,primary_product_name,balanced_equation,state_at_stp,conditions,facts,common_misconception,confidence
B,Ac,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Th,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Pa,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,U,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Np,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Pu,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Am,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Cm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Bk,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Cf,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Es,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Fm,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
B,Md,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
